,isbn,book_title,book_author,year_of_publication,book_id
2115,0449907635,The Cat Who Went to Paris,Peter Gethers,1996.0,11434
2165,0752853694,Unadulterated Cat,Terry Pratchett,2002.0,15795
2190,1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998.0,8741
2221,9068340344,Turbo-taal: Van socio-babble tot yuppie-speak,Jan Kuitenbrouwer,1987.0,63790
15436,0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998.0,2978
17604,0553148001,The Clan of the Cave Bear : a novel,Jean M. Auel,1981.0,3820
19539,0446609781,Beneath the Skin,Nicci French,2001.0,4390
2236,1400030382,The Piano Tuner : A Novel,DANIEL MASON,2003.0,12836
2237,2221090810,Et Si Cetait Vrai,Marc Levy,,34634
11797,0553272586,Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,Jeanne W. Houston,1983.0,15724
3255,0895261901,Bias: A CBS Insider Exposes How the Media Distort the News,Bernard Goldberg,2001.0,84145
2253,0312289723,Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004.0,7357
2254,0316603570,3rd Degree,James Patterson,2004.0,7355
2255,0316693200,2nd Chance,James Patterson,2002.0,788
2256,0345452577,The Conspiracy Club,JONATHAN KELLERMAN,2003.0,6029
2257,0345452593,Therapy,Jonathan Kellerman,2004.0,8045
2258,0385336322,"Ransom (Steel, Danielle)",DANIELLE STEEL,2004.0,3415
2259,0385336357,Second Chance,DANIELLE STEEL,2004.0,97747
2260,0385508042,The King of Torts,John Grisham,2003.0,219
2261,0385510438,The Last Juror,John Grisham,2004.0,1452
2262,039915180X,Hidden Prey,John Sandford,2004.0,19977
2263,0399151877,Blowout,Catherine Coulter,2004.0,126230
2265,0446530891,Split Second,David Baldacci,2003.0,38128
2266,0446613843,The Jester,James Patterson,2004.0,7934
2267,0515133302,Hemlock Bay,Catherine Coulter,2002.0,8958
2269,055308576X,Dying for Chocolate (Culinary Mysteries (Hardcover)),Diane Mott Davidson,1992.0,23648
2270,0553801589,The Tail of the Tip-Off,RITA MAE BROWN,2003.0,3307
2271,0553803409,"Firestorm (Johansen, Iris)",IRIS JOHANSEN,2004.0,21322
2272,0671886665,A Cry In The Night,Mary Higgins Clark,1993.0,10326
2273,0684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000.0,1679
2275,0743206045,Daddy's Little Girl,Mary Higgins Clark,2002.0,763
2278,1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,250
2282,0316777722,Me Talk Pretty One Day,David Sedaris,2000.0,18517
2283,0374516812,The Lottery and Other Stories,Shirley Jackson,1992.0,21397
2284,0375707166,A House for Mr. Biswas,V. S. Naipaul,2001.0,25644
2285,0679439382,The Little Friend,Donna Tartt,2002.0,5947
2286,0679723161,Lolita (Vintage International),VLADIMIR NABOKOV,1989.0,18527
40991,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974.0,3847
55419,1550544683,Jade Peony,Wayson Choy,1995.0,11622
50881,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992.0,4176
33075,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991.0,1134
3337,0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999.0,4824
47759,034543739X,Until the Real Thing Comes Along (Ballantine Reader's Circle),ELIZABETH BERG,2000.0,9401
56790,3404149114,Das Zweite GedÃ?Â¤chtnis.,Ken Follett,2003.0,5636
13311,0345392825,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995.0,2106
47753,0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001.0,7470
25163,0553211803,Middlemarch (Wadsworth Series in Mass Communication),George Eliot,1996.0,3677
24262,0345318587,The Hobbit,J R R Tolkien,1981.0,6253
2316,0140043519,Junky,William Burroughs,1985.0,19378
2317,0140274286,Brighton Rock (Essential.penguin S.),Graham Greene,1998.0,75566
2330,0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2003.0,651
51846,0553583956,Safe Harbor,Luanne Rice,2003.0,8149
14700,0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003.0,2768
68520,0446301582,Word of Honor,Nelson DeMille,1987.0,15024
136076,0446608262,The Lion's Game,Nelson DeMille,2000.0,4304
46902,0312202318,A Home at the End of the World: A Novel,Michael Cunningham,1998.0,21561
82999,8408039369,Los Renglones Torcidos De Dios,T. Luca De Tena,2003.0,33407
69707,0425125467,Harmful Intent,Robin Cook,2001.0,8854
15133,0553263226,The Bourne Supremacy,Robert Ludlum,1987.0,9415
127880,0671026704,Serpent From The Numa Files,Clive Cussler,1999.0,47699
145660,0812579402,Venus (The Grand Tour),Ben Bova,2001.0,45474
20830,0375707972,The Reader,Bernhard Schlink,1999.0,1702
2829,0312421273,The Corrections: A Novel,Jonathan Franzen,2002.0,4588
126718,0679771476,The Law of Similars,CHRIS BOHJALIAN,2000.0,1810
10284,0618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999.0,2785
271908,0671025368,The Coldest Winter Ever,Sister Souljah,2000.0,71769
2388,0028604199,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,1995.0,13336
2389,0140340203,The Witches,Roald Dahl,1989.0,23849
2392,0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002.0,926
2393,1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002.0,7148
2394,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002.0,5579
2395,1588720756,Life As a Daymaker: How to Change the World by Simply Making Someone's Day,David Wagner,2003.0,165407
2405,0374184232,The Laws of Our Fathers,Scott Turow,1996.0,23637
2406,0380005166,Shardik,Richard Adams,1978.0,14685
2407,0380018179,The Thorn Birds,Colleen McCullough,1978.0,1209
2408,0385472943,The Runaway Jury,JOHN GRISHAM,1996.0,10951
2409,0399132414,Patriot Games,Tom Clancy,1987.0,83813
2413,0671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,1996.0,558
2414,0671000314,FLOOD TIDE,Clive Cussler,1998.0,12044
2415,0671026682,Serpent : A Novel from the NUMA Files (Numa Files Series),Clive Cussler,2000.0,13363
2417,0671795740,The Gripping Hand,Larry Niven,1994.0,75879
16653,0553245694,Still Life with Woodpecker,Tom Robbins,1981.0,3449
2447,0345335058,Ordinary People,Judith Guest,1989.0,6728
2450,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995.0,2942
2499,0380731851,Mystic River,Dennis Lehane,2002.0,2380
2522,0425142485,The Funhouse,Dean R. Koontz,1994.0,860
2523,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995.0,7894
2524,042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998.0,5417
2537,0440211727,A Time to Kill,JOHN GRISHAM,1992.0,953
2540,0440214041,The Pelican Brief,John Grisham,1993.0,2445
2546,0440430712,Great Brain (Yearling),John D. Fitzgerald,1972.0,11388
2556,0446794031,Sybil.,Flora Rheta. Schreiber,1973.0,16611
2578,0451162145,Koko,Peter Straub,1995.0,10178
2608,0553297260,Darkness,John Saul,1992.0,30034
2617,0553579754,Fear Nothing,DEAN KOONTZ,1998.0,2433
2675,0812543262,Relic,Douglas Preston,2003.0,14807
78811,0375406328,Lying Awake,Mark Salzman,2000.0,36
10612,0452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997.0,483
50758,0451210980,Bachelorette #1,Jennifer L. O'Connell,2003.0,56576
25174,067976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995.0,105
15451,0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994.0,2992
8953,0743225406,The Shipping News : A Novel,Annie Proulx,2001.0,1401
276394,2253006629,L'Arrache-coeur: Roman (Livre de poche),Boris Vian,1992.0,8757
2711,051510566X,The Cat Who Lived High,Lilian Jackson Braun,1991.0,25826
2712,052594544X,On Secret Service: A Novel,John Jakes,2000.0,10214
2717,0743206061,The Second Time Around : A Novel,Mary Higgins Clark,2003.0,13516
2720,087542127X,The Truth About Witchcraft Today (Llewellyn's New Age),Scott Cunningham,1988.0,18339
154743,3453007867,Friedhof der Kuscheltiere. Roman.,Stephen King,1988.0,36276
109634,0060096209,A Little Help from Above,Saralee Rosenberg,2002.0,24933
37051,0446607657,When the Wind Blows,James Patterson,1999.0,7862
50403,0449208281,The Unexpected Mrs. Pollifax,DOROTHY GILMAN,1985.0,12695
11081,0316769487,The Catcher in the Rye,J.D. Salinger,1991.0,90
85558,0425171396,"Hidden Agendas (Tom Clancy's Net Force, No. 2)",Tom Clancy,1999.0,34492
108370,0399145850,Day of Reckoning,Jack Higgins,2000.0,19141
2765,0061015725,Prey,Michael Crichton,2003.0,2430
2766,0312983395,The Sunbird,Wilbur Smith,2002.0,90229
2768,0425192032,Lightning,Dean Koontz,2003.0,66354
2769,0446611638,Lost Light,Michael Connelly,2004.0,28651
2771,0451208765,Sleep No More,Greg Iles,2003.0,6059
2772,0451210840,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003.0,6065
2775,0451210875,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,2003.0,22744
2776,0553582763,By the Light of the Moon,DEAN KOONTZ,2003.0,2938
2787,0449911160,About Schmidt (Ballantine Reader's Circle),Louis Begley,1997.0,4992
2790,0553282980,Dead Poets Society,N.H. Kleinbaum,1989.0,20683
2791,0671755056,SHAMPOO PLANET,Douglas Coupland,1992.0,23770
2792,0812967224,The Day I Turned Uncool: Confessions of a Reluctant Grown-Up,Dan Zevin,2002.0,11998
2794,1573227889,Tipping the Velvet,Sarah Waters,2000.0,11824
2802,3499100045,Schloss Gripsholm,Kurt Tucholsky,,27724
349034,089296751X,Dead File (Maxi Poole Mysteries (Hardcover)),Kelly Lange,2003.0,127486
99689,0061031070,Moving Target,Elizabeth Lowell,2002.0,6422
16347,0449005615,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,38
126128,0451167783,A Streetcar Named Desire,Tennessee Williams,1989.0,29769
12372,0440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995.0,1567
90131,185326086X,Dracula (Wordsworth Classics),B. Stoker,1997.0,36556
2828,0061031550,Triggerfish Twist,Tim Dorsey,2003.0,9984
2831,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986.0,3354
2832,0345377443,Women Who Run with the Wolves,CLARISSA PINKOLA PHD ESTES,2003.0,20415
2835,0440235162,The Smoke Jumper,Nicholas Evans,2002.0,1818
2840,0609806564,Aqua Erotica: 18 Stories for a Steamy Bath,Mary Anne Mohanraj,2000.0,36517
2841,0679416498,Mexico,James A. Michener,1992.0,93318
2846,0887307876,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp Other Workplace Afflictions",Scott Adams,1996.0,21155
2847,0929634063,50 Simple Things You Can Do to Save the Earth,Earthworks Group,1989.0,2667
2848,1551660717,Forbidden Fruit,Erica Spindler,1996.0,12977
303068,0843950366,Body Electric,Susan Squires,2002.0,60042
3225,0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997.0,2290
16785,0553211404,Jane Eyre (Bantam Classics),Charlotte Bronte,1983.0,3476
20851,0385502532,Drowning Ruth,Christina Schwarz,2000.0,9391
33451,0553272535,Night,Elie Wiesel,1982.0,3747
9310,0061097314,The Bean Trees,Barbara Kingsolver,1998.0,3490
232858,0425173739,Death on the Nile (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2001.0,79973
31765,0380778556,Rebecca,Daphne Du Maurier,1994.0,148
49860,0440407524,Shiloh (Yearling Newbery),Phyllis Reynolds Naylor,1992.0,36293
20299,0440967694,The Outsiders,S. E. Hinton,1993.0,4475
96106,0064406601,Harriet the Spy,Louise Fitzhugh,1996.0,13166
367559,0440228441,I Know What You Did Last Summer,Lois Duncan,1999.0,103296
90950,0380750260,Silver,Norma Fox Mazer,1989.0,11390
32106,0553210793,The Adventures of Huckleberry Finn (Bantam Classics),MARK TWAIN,1981.0,12138
10084,0142001740,The Secret Life of Bees,Sue Monk Kidd,2003.0,356
20816,0345443284,While I Was Gone,Sue Miller,1999.0,1078
35845,0425173755,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000.0,2355
119392,0140345353,The Devil's Arithmetic,Jane Yolen,1990.0,8531
138792,0060931396,"Alas, Babylon (Perennial Classics)",Pat Frank,1999.0,29134
496100,0809015803,All But My Life : A Memoir,Gerda Weissmann Klein,1995.0,82332
195585,0395977894,Fast Food Nation,Eric Schlosser,2001.0,31597
17748,042518336X,American Fuji,Sara Backer,2002.0,3913
10859,0553575538,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000.0,15605
53968,0767903579,Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,1999.0,486
158962,0425126064,Shadow Prey,John Sandford,2004.0,22040
2952,0671759361,Pearl in the Mist (Landry),V.C. Andrews,1994.0,1360
20653,0380789019,Neverwhere,Neil Gaiman,1998.0,1207
55601,1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,1428
2984,0064440044,Little Bear (An I Can Read Book),Elsa Holmelund Minarik,1978.0,31407
2990,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998.0,706
2991,0446675059,The Honk and Holler Opening Soon,Billie Letts,1999.0,11307
2998,0679427430,Wouldn't Take Nothing for My Journey Now,MAYA ANGELOU,1993.0,415
9222,0440226430,Summer Sisters,Judy Blume,1999.0,1680
45581,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999.0,1154
49075,0399138250,Without Remorse,Tom Clancy,1993.0,7691
50929,0452284937,Girl With a Pearl Earring,Tracy Chevalier,2003.0,11317
35595,0452269571,Bastard Out of Carolina,Dorothy Allison,1993.0,2783
9057,0671510053,SHIPPING NEWS,Annie Proulx,1994.0,1051
154208,0451206460,Hard Evidence,John Lescroart,2002.0,10718
49007,0394909674,Bears on Wheels (Bright &amp Early Books),STAN BERENSTAIN,2002.0,94742
118251,0439104645,I Choose You (Pokemon Chapter Book #1),Tracey West,1999.0,13764
3022,0345384377,Sole Survivor,DEAN KOONTZ,1997.0,21403
3025,0440225701,The Street Lawyer,JOHN GRISHAM,1999.0,52
3026,0446609943,The Switch,Sandra Brown,2001.0,14925
3028,0553580191,Seize the Night,DEAN KOONTZ,1999.0,10303
3029,0553582917,Intensity,DEAN KOONTZ,2000.0,32057
3039,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998.0,1908
3048,0374266441,Smilla's Sense of Snow,Peter Hoeg,1993.0,8244
3051,0375410287,Driving Over Lemons: An Optimist in Andalucia,Chris Stewart,2000.0,55240
3053,0385301499,Circle of Friends,Maeve Binchy,1991.0,20889
3063,0449908186,"Italian Neighbors Or, a Lapsed Anglo-Saxon in Verona",Tim Parks,1993.0,59448
3076,0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994.0,3460
3077,0679764925,Quite a Year for Plums: A Novel,Bailey White,1999.0,17404
3078,0679770151,Sleeping at the Starlite Motel: And Other Adventures on the Way Back Home,Bailey White,1996.0,17405
3084,0767915062,Bill Bryson's African Diary,BILL BRYSON,2002.0,10333
3086,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993.0,7692
3107,0451198948,"Warrior's Song (Coulter, Catherine. Medieval Song Quartet, 4.)",Catherine Coulter,2004.0,8961
3113,0515129968,Jezebel's Sister,Emily Carmichael,2001.0,53706
3114,0553561537,Desire,Amanda Quick,1994.0,22528
3125,0060934417,Bel Canto: A Novel,Ann Patchett,2002.0,1485
3128,0316168815,The Lovely Bones,Alice Sebold,2004.0,474
3129,0316785261,The Fig Eater : A Novel,Jody Shields,2001.0,5257
3130,0345468694,Blessings,ANNA QUINDLEN,2004.0,71767
3131,0452283205,Falling Angels,Tracy Chevalier,2002.0,3787
3132,0452283868,Sula,Toni Morrison,2002.0,3488
3135,0684848406,The SECRET BOOK OF GRAZIA DEI ROSSI,Jacqueline Park,1998.0,6413
3137,0743225325,Good Harbor: A Novel,Anita Diamant,2001.0,7732
3138,0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002.0,1071
50633,0451184734,Blood Relations,Barbara Parker,1997.0,9259
9350,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003.0,19860
3148,0312974256,Welcome to Temptation,Jennifer Crusie,2001.0,10918
3150,0312983301,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,13209
3153,0380785218,Snow Place to Die : A Bed-and-Breakfast Mystery (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim,1998.0,109744
3155,0446610550,The Playboy,Carly Phillips,2003.0,14118
3156,0451203771,Scarlet Feather,Maeve Binchy,2002.0,12128
3159,0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001.0,7620
3160,051512317X,Rising Tides,Nora Roberts,2001.0,3162
3161,0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001.0,22417
3162,0515134384,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003.0,2673
3163,0515136263,Chesapeake Blue,Nora Roberts,2004.0,7668
3165,0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003.0,16198
3166,0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003.0,16199
3167,0515137111,Birthright,Nora Roberts,2004.0,5848
3174,0375507876,Prague : A Novel,ARTHUR PHILLIPS,2002.0,12055
3187,0446529788,A Kiss Remembered: A Classic Love Story,Sandra Brown,2002.0,2146
3188,0553802542,Thursday's Child,Sandra Brown,2002.0,21341
3190,0688179088,Do Fish Drink Water? : Puzzling and Improbable Questions and Answers,Bill McLain,2000.0,54329
3191,0743204697,The Woman Next Door,Barbara Delinsky,2001.0,64121
3192,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000.0,4017
3194,1551668904,Honor Bound,Sandra Brown,2002.0,59233
3213,0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999.0,754
3223,0374190666,Longitudes and Attitudes: Exploring the World After September 11,Thomas L. Friedman,2002.0,44605
3227,0399141464,Cause of Death,Patricia Daniels Cornwell,1996.0,14306
3228,0399145087,Black Notice,Patricia Daniels Cornwell,1999.0,1714
3235,0446526126,Ten Things I Wish I'd Known Before I Went Out into the Real World,Maria Shriver,2000.0,12384
3237,0486285537,100 Best-Loved Poems (Dover Thrift Editions),Philip Smith,1995.0,7608
3243,0679457526,Into Thin Air : A Personal Account of the Mount Everest Disaster,JON KRAKAUER,1997.0,14111
3246,0684874350,ANGELA'S ASHES,Frank McCourt,1996.0,2864
3247,0688151981,We Are Our Mothers' Daughters,Cokie Roberts,1998.0,24347
3249,0743204735,Bush at War,Bob Woodward,2002.0,30807
3250,0761107363,97 Ways to Make A Baby Laugh,Jack Moore,1997.0,16197
3254,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,3046
17727,0446527785,A Bend in the Road,Nicholas Sparks,2001.0,3902
49724,0440216818,Daybreak,Belva Plain,1995.0,12382
3280,0743420373,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,2000.0,6771
3283,1853260282,Emma (Wordsworth Classics),Jane Austen,1997.0,22977
3285,0345386108,Winter Moon,Dean R. Koontz,1995.0,11886
3292,0446611778,Last Man Standing,David Baldacci,2002.0,7998
3293,0515087491,The Corps: Semper Fi/Bk 1 (Corps (Paperback)),W. E. B. Griffin,1988.0,79682
3294,0515101486,Special Operations (Badge of Honor Novels (Paperback)),W. E. B. Griffin,1995.0,12096
3295,0515104175,Counterattack (The Corps Book 3),W. E. B. Griffin,1990.0,79681
33253,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997.0,11179
11820,067976402X,Snow Falling on Cedars,David Guterson,1995.0,1922
